DateTime,AddedIPs,RemovedIPs
1601295870,2,0
1601339524,6,0
1601383212,3,0
1601426888,1,0
1601451067,0,1
1601470588,3,0
1601514489,5,0
1601537286,0,2
1601558173,2,0
1601601848,4,0
1601625356,0,1
1601645527,1,0
1601689228,2,0
1601710020,2,0
1601732906,3,0
1601776612,1,0
1601796471,1,2
1601820251,5,0
1601863951,5,0
1601882828,2,0
1601907607,1,0
1601951529,4,0
1601970958,0,1
1601995239,4,0
1602057658,0,1
1602082874,2,0
1602126755,2,0
1602142019,2,0
1602170403,1,0
1602214084,3,0
1602228437,0,2
1602257765,3,0
1602301472,3,0
1602314920,0,1
1602345129,3,0
1602388850,5,0
1602402655,2,1
1602432495,4,0
1602487641,2,0
1602519847,6,0
1602563526,2,0
1602574067,0,1
1602607235,3,0
1602650888,4,0
1602660394,1,1
1602694564,3,0
1602738247,1,0
1602746838,1,1
1602781960,2,0
1602825636,6,0
1602833245,1,2
1602869285,5,0
1602912967,7,0
1602919611,2,1
1603000362,4,0
1603006573,1,0
1603044020,7,0
1603087719,3,0
1603092441,0,2
1603131366,9,0
1603175047,7,0
1603178889,1,3
1603218728,6,0
1603262483,2,0
1603265769,4,0
1603306327,2,0
1603350009,4,0
1603351682,0,1
1603393711,5,0
1603437365,4,0
1603438561,2,3
1603481048,3,0
1603524729,1,0
1603525862,1,1
1603568406,3,0
1603610850,1,1
1603612084,1,0
1603655766,2,0
1603697313,1,1
1603699476,4,0
1603743154,5,0
1603783720,1,2
1603786838,4,0
1603830484,2,0
1603870037,1,1
1603874165,3,0
1603917845,9,0
1603956687,0,2
1603961539,7,0
1604005211,2,0
1604042872,3,2
1604048916,2,0
1604092569,3,0
1604129232,1,1
1604136255,5,0
1604179953,5,0
1604215679,2,1
1604267339,4,0
1604306770,0,1
1604310968,5,0
1604348882,1,0
1604354652,1,0
1604398324,4,0
1604435772,1,1
1604442078,9,0
1604485956,1,0
1604522166,0,2
1604529608,4,0
1604573314,3,0
1604608016,2,1
1604616965,3,1
1604660896,4,0
1604694965,0,1
1604704567,2,0
1604748279,2,0
1604780806,2,2
1604791928,5,0
1604835640,1,0
1604867200,1,1
1604879287,3,0
1604922990,1,0
1604953642,1,0
1604966669,3,0
1605010350,2,0
1605040054,0,1
1605054005,2,0
1605097710,1,0
1605126457,0,2
1605141366,5,0
1605185045,6,0
1605212846,2,2
1605228725,2,0
1605272406,6,0
1605299209,2,2
1605316089,6,0
1605359774,2,0
1605385638,3,1
1605403474,1,0
1605447127,1,0
1605471990,0,2
1605490807,7,0
1605534488,2,0
1605558537,2,1
1605578356,3,0
1605622113,3,0
1605644861,1,1
1605665765,4,0
1605709504,4,0
1605731469,1,0
1605753136,4,0
1605817641,0,1
1605884216,3,0
1605904566,3,2
1605927851,6,0
1605971529,4,0
1605990964,1,3
1606015232,4,0
1606058924,3,0
1606077358,2,0
1606102571,6,0
1606146246,3,0
1606163255,1,0
1606189925,3,0
1606233618,4,0
1606277287,1,0
1606364686,2,0
1606408348,3,0
1606422459,0,1
1606452008,1,0
1606495929,6,0
1606539614,1,0
1606583288,3,0
1606595264,1,1
1606626966,3,0
1606670775,6,0
1606682170,0,1
1606714591,2,0
1606758245,5,0
1606767986,3,1
1606801954,2,0
1606845670,8,0
1606854444,1,7
1606889533,6,0
1606933207,7,0
1606940882,5,1
1606976890,5,0
1607020566,3,0
1607027244,1,2
1607064257,4,0
1607107960,3,0
1607113632,3,0
1607151614,5,0
1607195291,3,0
1607200064,0,3
1607282650,5,0
1607286685,2,2
1607370032,3,0
1607372847,2,1
1607413711,4,0
1607457387,2,0
1607459186,1,0
1607501052,3,0
1607544725,6,0
1607545639,0,1
1607588408,8,0
1607632355,10,0
1607633785,1,2
1607676027,6,0
1607718977,2,1
1607719684,19,0
1607763367,6,0
1607807053,8,0
1607850747,7,0
1607894407,13,0
1607938087,5,0
1607977700,0,2
1607981788,6,0
1608025496,8,0
1608064041,2,0
1608069128,6,0
1608112816,7,0
1608150471,0,4
1608156489,3,0
1608200165,7,0
1608236863,3,0
1608243873,1,0
1608287528,3,0
1608323222,1,2
1608331208,1,0
1608409624,2,2
1608418564,4,0
1608462274,1,0
1608496048,2,1
1608505924,3,0
1608549608,3,0
1608582408,1,2
1608593285,1,0
1608636966,1,0
1608668862,1,2
1608680646,5,0
1608724352,1,0
1608755477,2,1
1608768022,3,0
1608841621,2,3
1608855364,4,0
1608928565,3,3
1608942757,1,0
1608986405,2,0
1609014426,2,1
1609030115,1,0
1609073765,2,0
1609100857,1,0
1609117451,1,0
1609161132,1,0
1609187775,1,1
1609204807,3,0
1609248487,1,0
1609273644,1,0
1609292166,5,0
1609335877,3,0
1609360018,0,1
1609379525,1,0
1609423241,2,0
1609446491,1,1
1609510843,4,0
1609532789,0,2
1609554487,3,0
1609598196,2,0
1609619215,1,0
1609641846,1,0
1609705665,2,0
1609773131,4,0
1609792090,0,1
1609816846,4,0
1609878430,0,1
1609904193,4,0
1609947850,2,0
1609964840,2,0
1609991525,1,0
1610035283,1,0
1610051278,0,2
1610079162,2,0
1610122804,3,0
1610138168,1,0
1610166491,4,0
1610210201,3,0
1610224022,0,2
1610310971,1,0
1610341300,1,0
1610384923,1,0
1610396845,1,1
1610428567,5,0
1610472285,6,0
1610483235,1,1
1610515932,1,0
1610569598,1,1
1610646964,1,0
1610656027,2,0
1610690688,3,0
1610734336,1,0
1610778042,2,0
1610865379,5,0
1610909086,2,0
1610915254,0,2
1610952761,2,0
1610996420,6,0
1611001638,2,1
1611040088,2,0
1611083800,1,0
1611088031,1,1
1611171126,6,0
1611174423,2,3
1611214805,4,0
1611258487,8,0
1611260844,2,2
1611302168,1,0
1611346156,6,0
1611347210,2,0
1611390040,2,0
1611433689,1,0
1611435688,0,1
1611477369,2,0
1611520032,0,1
1611564756,2,0
1611606976,0,1
1611608444,2,0
1611692775,2,1
1611695772,2,0
1611739454,2,0
1611779195,0,2
1611783162,2,0
1611826806,3,0
1611865635,3,1
1611870733,1,0
1611952051,1,0
1611958152,3,0
1612038411,0,3
1612089605,1,0
1612124821,3,0
1612133530,3,0
1612177214,2,0
1612211277,2,1
1612220893,3,0
1612264603,2,0
1612297891,0,1
1612308280,2,0
1612384186,1,2
1612395643,2,0
1612439284,3,0
1612470436,1,2
1612526656,2,0
1612557384,1,3
1612570391,3,0
1612643212,3,0
1612680011,6,0
1612723684,1,0
1612729566,0,2
1612767363,2,0
1612811063,2,0
1612816051,2,2
1612854726,1,0
1612902424,1,2
1612942358,1,0
1612986038,1,0
1612988842,1,0
1613029724,5,0
1613073368,1,0
1613075786,1,0
1613117057,3,0
1613160738,2,0
1613162184,0,1
1613204405,1,0
1613248089,2,0
1613291766,1,0
1613334415,0,1
1613379126,3,0
1613420835,2,1
1613422816,4,0
1613466491,1,0
1613508981,1,2
1613510167,3,0
1613593671,2,0
1613597529,11,0
1613680579,1,1
1613685126,3,0
1613728866,1,0
1613766539,1,1
1613772733,3,0
1613856378,0,1
1613860326,1,0
1613904287,1,0
1613939767,1,1
1613991651,1,0
1614026180,0,4
1614035527,2,0
1614101160,9,0
1614112131,5,0
1614144975,19,0
1614188655,13,0
1614198551,0,3
1614232325,13,0
1614276015,1,0
1614284800,1,1
1614319932,5,0
1614363626,1,0
1614371191,1,0
1614407319,3,0
1614451213,2,0
1614457645,0,1
1614494885,2,0
1614538628,1,0
1614544000,3,0
1614582302,1,0
1614630971,0,3
1614716882,2,0
1614803255,1,0
1614889586,4,0
1614889632,0,1
1614933370,3,0
1614976008,0,3
1614977080,2,0
1615020724,1,0
1615062411,4,1
1615064983,1,0
1615108852,1,0
1615148797,1,1
1615152766,4,0
1615196432,4,0
1615235258,1,0
1615240087,2,0
1615283766,1,0
1615321625,0,2
1615327459,1,0
1615371127,7,0
1615408065,1,2
1615414837,7,0
1615458488,1,0
1615494972,2,1
1615502200,1,0
1615545845,3,0
1615580951,1,1
1615589525,1,0
1615633248,1,0
1615667231,1,0
1615676886,3,0
1615720566,3,0
1615754793,1,3
1615764248,2,0
1615807932,3,0
1615836974,3,2
1615895286,1,0
1615923077,1,0
1615938968,6,0
1615982669,2,0
1616009658,0,1
1616026329,2,0
1616070487,2,0
1616096487,1,1
1616114169,3,0
1616157850,2,0
1616182419,2,4
1616201524,3,0
1616269275,5,0
1616288890,2,0
1616332836,7,0
1616354838,0,2
1616376487,1,0
1616420168,1,0
1616441300,0,3
1616463863,1,0
1616507527,5,0
1616528179,3,0
1616551266,4,0
1616595131,2,0
1616614347,0,8
1616638805,1,0
1616682486,2,0
1616700525,7,1
1616769846,2,0
1616786786,1,2
1617360203,22,0
1617403928,2,0
1618126012,28,4
1618210815,10,0
1618212391,2,1
1618386385,12,1
1618558084,6,2
1618560494,1,0
1618604184,3,0
1618644478,3,2
1618647852,2,0
1618691532,1,0
1618732640,2,2
1618735220,1,0
1618778904,1,0
1618817225,1,4
1618903695,3,2
1618910425,3,0
1618990073,2,0
1618997766,3,0
